country_from,country_to,S.No.,HSCode,Commodity,2023-2024,2024-2025,%Growth
India,Algeria,51,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",1.20,1.91,59.11
India,Algeria,52,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",9.73,5.81,-40.3
India,Algeria,53,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,4.96,4.65,-6.29
India,Algeria,54,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2.33,2.33,-0.27
India,Algeria,55,65,HEADGEAR AND PARTS THEREOF.,0.04,0.12,224.33
India,Algeria,56,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",11.28,13.66,21.08
India,Algeria,57,69,CERAMIC PRODUCTS.,4.26,2.28,-46.54
India,Algeria,58,70,GLASS AND GLASSWARE.,5.61,4.60,-17.99
India,Algeria,59,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",0.08,0.58,647.17
India,Algeria,60,72,IRON AND STEEL,5.99,13.85,131.1
India,Algeria,61,73,ARTICLES OF IRON OR STEEL,15.17,62.73,313.62
India,Algeria,62,74,COPPER AND ARTICLES THEREOF.,5.91,2.74,-53.68
India,Algeria,63,75,NICKEL AND ARTICLES THEREOF.,0.00,0.03,8208.08
India,Algeria,64,76,ALUMINIUM AND ARTICLES THEREOF.,4.96,2.34,-52.83
India,Algeria,65,78,LEAD AND ARTICLES THEREOF.,0.00,0.00,n/a
India,Algeria,66,79,ZINC AND ARTICLES THEREOF.,2.60,0.56,-78.45
India,Algeria,67,80,TIN AND ARTICLES THEREOF.,0.00,0.00,n/a
India,Algeria,68,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.11,0.08,-31.97
India,Algeria,69,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",1.63,1.26,-22.83
India,Algeria,70,83,MISCELLANEOUS ARTICLES OF BASE METAL.,1.66,0.98,-40.66
India,Algeria,71,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",118.58,169.83,43.21
India,Algeria,72,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",38.22,51.11,33.73
India,Algeria,73,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.00,0.12,n/a
India,Algeria,74,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",18.17,51.24,182.05
India,Algeria,75,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.00,3.27,n/a
India,Algeria,76,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",0.01,0.00,n/a
India,Algeria,77,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",29.23,29.86,2.14
India,Algeria,78,91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.31,0.26,-15.25
India,Algeria,79,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.00,0.00,n/a
India,Algeria,80,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",1.87,2.45,30.79
India,Algeria,81,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.01,0.01,70.89
India,Algeria,82,96,MISCELLANEOUS MANUFACTURED ARTICLES.,13.06,8.54,-34.59
India,Algeria,83,98,PROJECT GOODS; SOME SPECIAL USES.,0.02,0.01,-56.21
India,Algeria,84,99,MISCELLANEOUS GOODS.,0.00,0.00,-39.71
India,Ameri Samoa,1,3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.22,0.00,n/a
India,Ameri Samoa,2,9,"COFFEE, TEA, MATE AND SPICES.",0.00,0.03,n/a
India,Ameri Samoa,3,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",0.07,0.00,n/a
India,Ameri Samoa,4,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.00,0.00,25.93
India,Ameri Samoa,5,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.00,0.02,n/a
India,Ameri Samoa,6,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.00,0.04,n/a
India,Ameri Samoa,7,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.00,0.01,n/a
India,Ameri Samoa,8,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",0.03,0.05,78.84
India,Ameri Samoa,9,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.02,0.00,n/a
India,Ameri Samoa,10,73,ARTICLES OF IRON OR STEEL,0.10,0.24,133.0
India,Ameri Samoa,11,74,COPPER AND ARTICLES THEREOF.,0.00,0.09,n/a
India,Ameri Samoa,12,76,ALUMINIUM AND ARTICLES THEREOF.,0.00,0.00,-75.46
India,Ameri Samoa,13,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",3.70,1.63,-55.84
India,Ameri Samoa,14,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.00,0.36,n/a
India,Ameri Samoa,15,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",0.01,0.00,n/a
India,Ameri Samoa,16,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.00,0.00,n/a
India,Angola,1,2,MEAT AND EDIBLE MEAT OFFAL.,1.55,3.24,109.37
India,Angola,2,3,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",0.79,0.69,-11.58
India,Angola,3,4,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.76,2.26,195.48
India,Angola,4,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.03,0.01,-80.13
India,Angola,5,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.63,1.07,69.54
India,Angola,6,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.06,0.23,286.34
India,Angola,7,9,"COFFEE, TEA, MATE AND SPICES.",1.07,2.24,108.35
India,Angola,8,10,CEREALS.,93.50,133.08,42.33
India,Angola,9,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.68,0.52,-23.7
India,Angola,10,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.02,1.42,5772.3
India,Angola,11,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",0.03,0.04,28.29
India,Angola,12,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.02,0.00,-83.97
India,Angola,13,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,0.55,0.72,31.41
India,Angola,14,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.16,0.05,-69.38
India,Angola,15,17,SUGARS AND SUGAR CONFECTIONERY.,12.74,10.83,-15.04
India,Angola,16,18,COCOA AND COCOA PREPARATIONS.,0.30,0.43,43.33
India,Angola,17,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",5.10,4.54,-11.11
India,Angola,18,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.89,2.41,170.42
India,Angola,19,21,MISCELLANEOUS EDIBLE PREPARATIONS.,1.32,2.94,122.29
India,Angola,20,22,"BEVERAGES, SPIRITS AND VINEGAR.",23.72,7.34,-69.04
India,Angola,21,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,0.04,0.16,269.8
India,Angola,22,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.60,0.90,50.31
India,Angola,23,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.80,0.78,-2.63
India,Angola,24,26,"ORES, SLAG AND ASH.",0.40,1.28,217.63
India,Angola,25,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",244.16,2.95,-98.79
India,Angola,26,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",4.07,3.25,-20.22
India,Angola,27,29,ORGANIC CHEMICALS,2.30,3.57,55.52
India,Angola,28,30,PHARMACEUTICAL PRODUCTS,58.07,81.18,39.79
India,Angola,29,31,FERTILISERS.,0.04,0.02,-45.46
India,Angola,30,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",5.11,7.06,38.11
India,Angola,31,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",13.35,9.71,-27.31
India,Angola,32,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.99,3.83,287.83
India,Angola,33,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.31,0.38,21.94
India,Angola,34,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,1.42,1.61,13.68
India,Angola,35,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.10,0.14,34.79
India,Angola,36,38,MISCELLANEOUS CHEMICAL PRODUCTS.,4.99,6.63,32.74
India,Angola,37,39,PLASTIC AND ARTICLES THEREOF.,27.47,27.26,-0.77
India,Angola,38,40,RUBBER AND ARTICLES THEREOF.,1.70,2.11,23.89
India,Angola,39,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.54,0.00,n/a
India,Angola,40,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.18,0.08,-56.82
India,Angola,41,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.18,0.10,-42.22
India,Angola,42,45,CORK AND ARTICLES OF CORK.,0.00,0.00,n/a
India,Angola,43,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,0.00,-97.13
India,Angola,44,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",7.16,5.92,-17.28
India,Angola,45,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",1.38,0.85,-37.9
India,Angola,46,52,COTTON.,1.94,2.36,22.06
India,Angola,47,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.02,0.00,n/a
India,Angola,48,54,MAN-MADE FILAMENTS.,1.86,1.16,-37.57
India,Angola,49,55,MAN-MADE STAPLE FIBRES.,0.06,0.06,-14.3
India,Angola,50,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.09,0.13,47.09
India,Angola,51,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,0.08,0.08,3.63
India,Angola,52,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,0.03,0.04,37.38
India,Angola,53,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.24,0.16,-31.4
India,Angola,54,60,KNITTED OR CROCHETED FABRICS.,0.02,0.02,-0.93
India,Angola,55,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0.49,0.56,15.33
India,Angola,56,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",1.03,0.89,-13.68
India,Angola,57,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.66,3.83,480.14
India,Angola,58,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",0.69,0.42,-39.38
India,Angola,59,65,HEADGEAR AND PARTS THEREOF.,0.06,0.07,19.95
India,Angola,60,66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.03,0.01,-52.36
India,Angola,61,67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,3.04,2.49,-18.13
India,Angola,62,68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",1.21,0.89,-25.92
India,Angola,63,69,CERAMIC PRODUCTS.,11.60,5.71,-50.76
India,Angola,64,70,GLASS AND GLASSWARE.,1.94,9.84,406.91
India,Angola,65,71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",0.01,0.01,56.88
India,Angola,66,72,IRON AND STEEL,4.65,5.10,9.85
India,Angola,67,73,ARTICLES OF IRON OR STEEL,11.72,12.08,3.07
India,Angola,68,74,COPPER AND ARTICLES THEREOF.,0.13,0.39,204.74
India,Angola,69,75,NICKEL AND ARTICLES THEREOF.,0.00,0.06,264434.21
India,Angola,70,76,ALUMINIUM AND ARTICLES THEREOF.,2.59,1.02,-60.57
India,Angola,71,78,LEAD AND ARTICLES THEREOF.,0.00,0.00,-94.84
India,Angola,72,79,ZINC AND ARTICLES THEREOF.,0.00,0.00,-98.92
India,Angola,73,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.00,0.00,n/a
India,Angola,74,82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",0.79,0.61,-23.5
India,Angola,75,83,MISCELLANEOUS ARTICLES OF BASE METAL.,1.26,2.67,111.92
India,Angola,76,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",38.23,48.07,25.73
India,Angola,77,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",19.10,18.02,-5.63
India,Angola,78,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.01,0.04,569.18
India,Angola,79,87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",61.68,65.00,5.37
India,Angola,80,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.15,0.00,n/a
India,Angola,81,89,"SHIPS, BOATS AND FLOATING STRUCTURES.",0.00,0.01,n/a
India,Angola,82,90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",6.97,6.66,-4.53
India,Angola,83,91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.03,0.03,-10.47
India,Angola,84,92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.00,0.00,368.51
India,Angola,85,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.00,0.14,n/a
India,Angola,86,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",5.44,1.15,-78.78
India,Angola,87,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.02,0.05,160.06
India,Angola,88,96,MISCELLANEOUS MANUFACTURED ARTICLES.,0.57,0.67,18.84
India,Angola,89,97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.00,0.00,256.65
India,Angola,90,98,PROJECT GOODS; SOME SPECIAL USES.,0.00,0.01,119.85
India,Angola,91,99,MISCELLANEOUS GOODS.,0.00,0.00,-56.24
India,Antartica,1,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,0.00,0.00,n/a
India,Antartica,2,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",0.20,0.00,n/a
India,Antartica,3,29,ORGANIC CHEMICALS,0.00,0.04,n/a
India,Antartica,4,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",0.00,0.03,n/a
India,Antartica,5,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.00,0.01,n/a
India,Antartica,6,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",0.01,0.00,n/a
India,Antartica,7,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",0.00,0.00,n/a
India,Antartica,8,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.00,0.00,n/a
India,Antartica,9,69,CERAMIC PRODUCTS.,0.00,0.11,n/a
India,Antartica,10,73,ARTICLES OF IRON OR STEEL,0.00,0.05,n/a
India,Antartica,11,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",0.06,0.00,-97.43
India,Antartica,12,85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",0.00,0.01,n/a
India,Antartica,13,88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.00,0.00,n/a
India,Antartica,14,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.00,0.01,n/a
India,Argentina,1,6,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.06,0.04,-42.76
India,Argentina,2,7,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,1.19,1.30,9.34
India,Argentina,3,8,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,0.07,0.30,315.89
India,Argentina,4,9,"COFFEE, TEA, MATE AND SPICES.",2.32,2.91,25.46
India,Argentina,5,10,CEREALS.,0.35,0.35,1.18
India,Argentina,6,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.66,0.13,-80.56
India,Argentina,7,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",0.88,0.88,-0.04
India,Argentina,8,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",3.11,2.00,-35.73
India,Argentina,9,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.00,0.01,n/a
India,Argentina,10,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,1.85,1.37,-26.26
India,Argentina,11,17,SUGARS AND SUGAR CONFECTIONERY.,0.02,0.18,1032.64
India,Argentina,12,18,COCOA AND COCOA PREPARATIONS.,0.00,0.00,n/a
India,Argentina,13,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",0.00,0.00,n/a
India,Argentina,14,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.17,0.23,30.59
India,Argentina,15,21,MISCELLANEOUS EDIBLE PREPARATIONS.,0.16,0.07,-55.54
India,Argentina,16,22,"BEVERAGES, SPIRITS AND VINEGAR.",0.00,0.00,n/a
India,Argentina,17,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,1.06,1.50,41.66
India,Argentina,18,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.00,0.56,n/a
India,Argentina,19,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",0.54,0.94,72.57
India,Argentina,20,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",284.15,205.08,-27.83
India,Argentina,21,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",8.78,6.81,-22.43
India,Argentina,22,29,ORGANIC CHEMICALS,98.15,98.97,0.83
India,Argentina,23,30,PHARMACEUTICAL PRODUCTS,18.94,18.12,-4.37
India,Argentina,24,31,FERTILISERS.,0.00,0.04,6394.99
India,Argentina,25,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",18.84,16.72,-11.24
India,Argentina,26,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",4.77,7.57,58.5
India,Argentina,27,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",8.24,10.24,24.27
India,Argentina,28,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,0.44,0.35,-22.02
India,Argentina,29,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,0.00,0.04,n/a
India,Argentina,30,38,MISCELLANEOUS CHEMICAL PRODUCTS.,103.08,108.21,4.98
India,Argentina,31,39,PLASTIC AND ARTICLES THEREOF.,28.72,29.65,3.24
India,Argentina,32,40,RUBBER AND ARTICLES THEREOF.,23.84,25.64,7.53
India,Argentina,33,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,0.00,0.00,n/a
India,Argentina,34,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",2.27,2.14,-5.53
India,Argentina,35,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.22,0.27,27.19
India,Argentina,36,45,CORK AND ARTICLES OF CORK.,0.11,0.01,-92.5
India,Argentina,37,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.01,0.03,259.17
India,Argentina,38,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",0.26,0.58,119.34
India,Argentina,39,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.13,0.14,5.4
India,Argentina,40,50,SILK,0.14,0.02,-87.2
India,Argentina,41,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.00,0.01,n/a
India,Argentina,42,52,COTTON.,8.71,13.20,51.51
India,Argentina,43,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.67,0.36,-45.98
India,Argentina,44,54,MAN-MADE FILAMENTS.,15.29,9.11,-40.43
India,Argentina,45,55,MAN-MADE STAPLE FIBRES.,11.27,11.30,0.32
India,Argentina,46,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",0.38,0.64,69.05
India,Argentina,47,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,1.97,2.75,39.74
